id,tipo_hoteleria,hora_apertura,hora_cierre
25566,HOSTAL,7:40:35,13:52:24
25567,HOTEL,3:37:25,17:45:19
25568,HOTEL,0:23:42,18:55:23
25569,HOSTAL,4:46:49,14:17:29
25570,HOTEL,3:47:55,21:12:19
25571,HOTEL,7:37:16,14:40:57
25572,HOTEL,10:00:57,17:06:59
25573,HOSTAL,7:45:52,22:35:14
25574,HOTEL,11:45:47,19:48:11
25575,HOSTAL,8:56:48,15:30:32
25576,HOSTAL,1:39:47,15:14:00
25577,HOTEL,4:11:39,14:30:13
25578,HOSTAL,6:54:40,17:22:54
25579,HOTEL,5:25:42,14:22:06
25580,HOSTAL,11:08:58,22:16:34
25581,HOTEL,7:25:31,22:34:57
25582,HOTEL,3:55:53,23:53:47
25583,HOSTAL,8:56:32,22:35:59
25584,HOSTAL,3:56:08,18:12:16
25585,HOTEL,5:20:30,22:08:14
25586,HOSTAL,9:45:23,21:25:35
25587,HOTEL,6:27:53,21:00:28
25588,HOSTAL,7:45:55,21:30:17
25589,HOSTAL,10:42:22,20:18:05
25590,HOTEL,2:10:28,15:32:07
25591,HOTEL,10:53:23,18:04:19
25592,HOSTAL,4:55:49,18:40:41
25593,HOTEL,2:40:12,16:32:24
25594,HOSTAL,6:42:35,22:01:31
25595,HOTEL,11:00:02,14:38:22
25596,HOTEL,6:02:30,23:12:21
25597,HOSTAL,3:15:56,22:15:21
25598,HOSTAL,8:08:47,23:44:47
25599,HOTEL,8:10:46,19:06:05
25600,HOTEL,9:27:02,15:30:40
25601,HOSTAL,0:48:49,17:31:34
25602,HOTEL,3:45:30,18:42:40
25603,HOTEL,10:26:31,15:28:48
25604,HOSTAL,1:47:14,15:31:35
25605,HOTEL,10:03:12,17:21:50
25606,HOTEL,10:56:40,21:44:53
25607,HOTEL,7:04:26,16:50:52
25608,HOSTAL,11:07:11,15:45:36
25609,HOSTAL,7:03:03,13:20:15
25610,HOTEL,8:13:03,18:47:05
25611,HOTEL,11:49:31,23:13:04
25612,HOTEL,4:53:43,13:32:27
25613,HOSTAL,0:00:48,23:58:57
25614,HOSTAL,2:01:08,15:43:52
25615,HOTEL,10:01:33,21:40:26
25616,HOTEL,11:13:24,19:50:09
25617,HOTEL,11:19:10,17:15:09
25618,HOTEL,1:25:14,21:11:30
25619,HOTEL,0:03:11,16:14:14
25620,HOSTAL,8:30:22,23:34:30
25621,HOSTAL,4:26:46,21:18:21
25622,HOSTAL,3:51:33,19:52:19
25623,HOSTAL,7:10:27,18:52:37
25624,HOSTAL,10:38:59,21:16:03
25625,HOSTAL,4:49:26,14:00:33
25626,HOTEL,1:10:12,22:08:47
25627,HOTEL,6:18:07,20:56:15
25628,HOTEL,5:27:33,13:03:22
25629,HOSTAL,5:46:09,19:45:11
25630,HOSTAL,6:20:33,22:03:27
25631,HOSTAL,4:26:36,16:12:43
25632,HOTEL,5:48:43,23:07:55
25633,HOTEL,4:26:27,23:37:21
25634,HOSTAL,10:09:03,14:04:51
25635,HOSTAL,8:10:58,22:44:32
25636,HOTEL,4:42:37,16:28:54
25637,HOTEL,2:36:12,13:49:09
25638,HOTEL,7:11:06,20:21:08
25639,HOSTAL,3:09:05,18:53:31
25640,HOSTAL,6:04:13,18:50:46
25641,HOSTAL,2:16:02,15:20:28
25642,HOTEL,4:46:40,22:45:27
25643,HOTEL,3:45:06,15:32:29
25644,HOSTAL,9:02:37,21:54:43
25645,HOTEL,3:56:11,17:01:05
25646,HOTEL,10:37:24,15:42:24
25647,HOTEL,5:05:01,18:40:36
25648,HOTEL,5:56:59,19:24:33
25649,HOSTAL,6:23:33,16:24:22
25650,HOTEL,3:18:03,20:23:05
25651,HOSTAL,6:57:58,23:57:07
25652,HOSTAL,1:07:55,18:31:59
25653,HOTEL,11:39:22,21:21:27
25654,HOSTAL,0:05:10,21:57:26
25655,HOSTAL,5:50:54,20:09:29
25656,HOTEL,5:57:26,17:59:07
25657,HOSTAL,5:49:55,23:25:20
25658,HOTEL,3:26:35,19:03:20
25659,HOSTAL,2:23:45,16:05:22
25660,HOTEL,10:06:18,14:57:11
25661,HOSTAL,0:03:22,15:15:03
25662,HOTEL,9:01:27,19:33:08
25663,HOTEL,4:22:54,23:07:30
25664,HOSTAL,11:10:50,17:30:14
25665,HOSTAL,6:12:10,20:18:59
25666,HOSTAL,5:33:51,23:15:28
25667,HOSTAL,5:31:08,22:48:10
25668,HOSTAL,2:24:37,15:30:08
25669,HOTEL,7:52:48,23:22:07
25670,HOTEL,1:30:16,20:34:12
25671,HOTEL,9:16:50,19:43:13
25672,HOSTAL,10:43:57,23:07:57
25673,HOSTAL,7:53:51,20:52:08
25674,HOTEL,8:21:05,22:28:02
25675,HOSTAL,1:02:09,15:34:01
25676,HOSTAL,0:43:39,17:18:54
25677,HOSTAL,8:22:21,23:20:27
25678,HOSTAL,0:38:02,18:49:32
25679,HOSTAL,10:52:53,17:14:31
25680,HOTEL,10:31:37,13:41:10
25681,HOTEL,10:12:56,13:56:59
25682,HOTEL,11:26:11,22:49:42
25683,HOTEL,3:14:58,13:01:06
25684,HOSTAL,9:45:05,21:24:21
25685,HOTEL,10:26:50,15:39:01
25686,HOSTAL,7:23:22,18:23:24
25687,HOSTAL,11:15:06,22:11:25
25688,HOTEL,5:34:08,13:40:48
25689,HOTEL,5:13:53,16:06:31
25690,HOSTAL,1:39:38,22:32:49
25691,HOTEL,0:20:27,15:27:54
25692,HOSTAL,5:29:51,14:00:29
25693,HOSTAL,1:56:31,17:00:19
25694,HOTEL,4:20:46,18:32:03
25695,HOTEL,8:17:23,21:35:13
25696,HOTEL,4:48:44,14:18:54
25697,HOSTAL,7:05:12,18:18:12
25698,HOTEL,3:25:43,22:09:29
25699,HOTEL,7:43:53,20:26:26
25700,HOSTAL,11:03:13,15:27:01
25701,HOTEL,0:58:38,14:31:23
25702,HOSTAL,9:54:42,18:13:30
25703,HOTEL,9:33:15,19:34:44
25704,HOTEL,5:23:47,18:59:25
25705,HOTEL,11:25:35,23:18:16
25706,HOSTAL,11:53:47,21:45:01
25707,HOTEL,4:27:19,17:56:52
25708,HOTEL,2:21:42,23:12:52
25709,HOTEL,9:50:03,13:12:03
25710,HOSTAL,3:01:43,19:16:31
25711,HOTEL,3:59:52,13:21:08
25712,HOTEL,3:55:47,20:17:45
25713,HOTEL,6:35:13,14:58:59
25714,HOTEL,1:12:39,22:11:14
25715,HOTEL,3:46:30,23:27:33
25716,HOSTAL,3:46:47,13:36:15
25717,HOSTAL,7:03:47,17:12:20
25718,HOTEL,10:26:12,23:39:51
25719,HOTEL,2:03:16,15:28:09
25720,HOSTAL,11:26:22,18:05:19
25721,HOTEL,4:45:02,23:39:12
25722,HOTEL,5:42:20,18:58:33
25723,HOTEL,10:08:08,17:46:32
25724,HOSTAL,11:41:05,21:09:43
25725,HOSTAL,8:15:20,21:19:05
25726,HOTEL,4:25:19,19:17:31
25727,HOSTAL,3:09:21,16:44:32
25728,HOSTAL,1:01:43,13:20:32
25729,HOTEL,6:20:06,13:45:44
25730,HOTEL,3:39:59,20:00:29
25731,HOTEL,3:27:01,17:16:58
25732,HOSTAL,4:04:56,16:14:58
25733,HOTEL,2:17:33,23:49:37
25734,HOSTAL,6:20:28,18:00:58
25735,HOSTAL,11:11:20,16:30:56
25736,HOSTAL,3:48:48,15:16:34
25737,HOSTAL,3:14:45,17:02:11
25738,HOTEL,6:02:34,14:27:53
25739,HOSTAL,10:06:31,23:04:05
25740,HOTEL,3:47:14,13:29:58
25741,HOTEL,3:29:12,15:57:50
25742,HOSTAL,6:37:36,16:19:42
25743,HOTEL,10:09:33,19:45:56
25744,HOSTAL,4:08:51,18:05:15
25745,HOTEL,8:09:28,15:01:35
25746,HOTEL,8:59:56,20:20:07
25747,HOSTAL,7:52:54,23:39:04
25748,HOSTAL,6:38:06,21:23:31
25749,HOTEL,11:31:15,23:06:50
25750,HOTEL,1:25:25,16:15:12
25751,HOSTAL,0:08:09,23:25:03
25752,HOTEL,8:40:00,20:40:37
25753,HOSTAL,8:34:39,22:39:45
25754,HOTEL,6:09:09,20:46:20
25755,HOSTAL,3:35:49,16:44:41
25756,HOTEL,5:47:21,20:12:00
25757,HOSTAL,7:44:57,13:27:51
25758,HOTEL,6:20:29,18:33:38
25759,HOSTAL,1:04:19,16:52:26
25760,HOTEL,9:15:34,14:23:27
25761,HOTEL,3:05:29,17:14:29
25762,HOSTAL,6:28:55,21:04:08
25763,HOTEL,6:16:23,23:06:40
25764,HOTEL,9:55:16,13:11:37
25765,HOSTAL,1:44:07,16:06:05
25766,HOSTAL,2:14:08,14:32:30
25767,HOTEL,2:30:23,19:24:15
25768,HOTEL,0:37:42,14:05:19
25769,HOSTAL,6:52:46,16:47:39
25770,HOSTAL,11:49:22,23:15:30
25771,HOTEL,4:04:54,23:16:47
25772,HOSTAL,6:58:33,23:55:18
25773,HOTEL,4:23:23,18:49:27
25774,HOTEL,8:12:27,15:58:55
25775,HOTEL,6:14:21,14:47:47
25776,HOTEL,8:37:04,17:09:33
25777,HOSTAL,3:23:08,14:14:05
25778,HOTEL,1:27:50,23:43:05
25779,HOSTAL,7:47:19,16:23:33
25780,HOSTAL,2:02:32,15:00:48
25781,HOTEL,1:56:20,23:44:53
25782,HOTEL,4:30:38,15:44:17
25783,HOTEL,9:37:43,23:01:07
25784,HOSTAL,1:07:52,19:55:48
25785,HOSTAL,4:52:19,15:36:16
25786,HOTEL,10:51:27,22:57:56
25787,HOTEL,9:33:38,17:56:18
25788,HOTEL,10:25:58,15:58:31
25789,HOSTAL,7:54:49,20:31:19
25790,HOTEL,5:26:37,22:11:15
25791,HOSTAL,7:08:20,21:20:45
25792,HOTEL,8:35:58,20:15:15
25793,HOSTAL,2:46:25,23:58:59
25794,HOSTAL,4:04:40,21:24:49
25795,HOSTAL,8:49:58,16:46:00
25796,HOTEL,0:04:01,18:52:19
25797,HOSTAL,9:42:42,14:31:21
25798,HOSTAL,3:13:41,20:43:07
25799,HOTEL,3:07:41,19:00:21
25800,HOSTAL,1:31:30,21:53:06
25801,HOTEL,2:26:56,14:55:43
25802,HOSTAL,8:00:29,17:59:26
25803,HOSTAL,2:25:46,20:03:27
25804,HOSTAL,8:21:27,20:52:09
25805,HOSTAL,6:55:32,18:34:46
25806,HOTEL,7:42:18,16:03:04
25807,HOSTAL,4:40:19,17:02:28
25808,HOSTAL,4:11:00,20:23:56
25809,HOSTAL,5:04:45,23:56:28
25810,HOTEL,2:19:25,19:00:41
25811,HOSTAL,9:09:10,16:57:41
25812,HOSTAL,5:38:38,21:07:19
25813,HOTEL,8:42:46,17:08:20
25814,HOTEL,3:15:40,20:19:05
25815,HOTEL,7:51:28,20:53:51
25816,HOSTAL,8:14:32,13:10:07
25817,HOSTAL,7:45:43,14:08:11
25818,HOSTAL,7:41:48,20:52:25
25819,HOTEL,9:26:01,20:51:38
25820,HOSTAL,4:55:22,21:21:49
25821,HOSTAL,5:07:04,16:21:13
25822,HOSTAL,3:57:32,14:47:18
25823,HOTEL,11:24:52,22:26:09
25824,HOTEL,5:36:05,15:13:43
25825,HOTEL,2:58:17,22:41:01
25826,HOTEL,6:56:56,22:52:35
25827,HOSTAL,5:08:38,23:15:59
25828,HOSTAL,5:26:04,19:46:53
25829,HOTEL,7:44:04,21:32:51
25830,HOTEL,9:07:12,18:53:34
25831,HOSTAL,1:06:48,15:57:23
25832,HOSTAL,0:42:40,17:29:37
25833,HOSTAL,6:46:25,19:25:51
25834,HOSTAL,6:28:26,23:10:29
25835,HOSTAL,2:49:16,22:22:05
25836,HOSTAL,3:32:29,23:53:10
25837,HOSTAL,7:51:37,19:35:12
25838,HOSTAL,9:08:19,23:32:28
25839,HOTEL,0:38:04,23:19:04
25840,HOTEL,9:51:30,21:12:48
25841,HOTEL,9:31:05,17:29:29
25842,HOSTAL,1:12:55,16:17:32
25843,HOSTAL,8:31:02,23:10:00
25844,HOTEL,0:17:34,16:19:43
25845,HOSTAL,4:25:37,19:54:06
25846,HOSTAL,4:19:03,21:08:38
25847,HOTEL,2:43:00,22:01:35
25848,HOSTAL,9:58:28,23:05:44
25849,HOTEL,0:16:33,21:31:37
25850,HOSTAL,2:52:00,18:22:03
25851,HOSTAL,7:18:10,15:38:39
25852,HOTEL,2:12:33,18:54:47
25853,HOSTAL,2:34:25,19:23:56
25854,HOTEL,10:00:16,15:51:42
25855,HOSTAL,9:51:16,16:50:19
25856,HOTEL,8:25:27,16:33:20
25857,HOSTAL,1:26:13,19:32:38
25858,HOTEL,5:21:48,13:22:29
25859,HOTEL,11:00:40,17:22:42
25860,HOTEL,2:00:21,15:00:27
25861,HOTEL,10:36:33,22:23:18
25862,HOTEL,11:27:32,22:31:51
25863,HOSTAL,1:20:54,18:35:17
25864,HOTEL,9:03:22,20:35:19
25865,HOTEL,8:02:04,15:18:55
25866,HOSTAL,1:53:13,22:43:09
25867,HOSTAL,10:11:08,23:05:08
25868,HOTEL,2:41:16,19:54:45
25869,HOSTAL,5:39:20,19:26:53
25870,HOSTAL,9:07:45,14:57:23
25871,HOTEL,8:04:42,14:01:12
25872,HOTEL,7:43:02,23:59:07
25873,HOTEL,11:05:08,16:02:35
25874,HOSTAL,8:50:35,18:10:25
25875,HOSTAL,6:58:47,21:05:06
25876,HOSTAL,6:11:41,23:49:03
25877,HOTEL,5:19:17,17:20:28
25878,HOSTAL,4:19:55,22:36:34
25879,HOSTAL,2:00:06,21:30:46
25880,HOSTAL,6:04:48,13:42:56
25881,HOSTAL,8:36:50,15:35:07
25882,HOSTAL,6:38:16,15:14:11
25883,HOSTAL,11:40:29,18:07:55
25884,HOSTAL,9:05:55,18:32:03
25885,HOSTAL,8:34:54,16:30:10
25886,HOSTAL,10:19:15,13:17:18
25887,HOSTAL,5:42:58,18:01:40
25888,HOSTAL,5:09:50,16:30:32
25889,HOTEL,6:01:12,14:52:21
25890,HOSTAL,4:50:28,19:47:27
25891,HOSTAL,0:23:42,22:44:16
25892,HOSTAL,7:00:31,19:57:40
25893,HOSTAL,5:50:42,14:00:14
25894,HOSTAL,3:32:13,13:04:06
25895,HOSTAL,7:07:59,16:42:08
25896,HOSTAL,6:51:59,16:15:05
25897,HOSTAL,7:38:05,23:50:13
25898,HOSTAL,4:11:55,20:38:15
25899,HOSTAL,8:01:43,23:44:06
25900,HOSTAL,8:45:02,14:14:58
25901,HOSTAL,2:29:51,20:30:11
25902,HOTEL,5:05:07,20:46:52
25903,HOSTAL,6:05:41,23:04:55
25904,HOSTAL,9:47:01,15:43:51
25905,HOSTAL,0:48:20,17:06:36
25906,HOTEL,1:52:47,23:45:48
25907,HOTEL,4:52:19,19:21:36
25908,HOTEL,1:53:12,20:50:38
25909,HOTEL,0:31:48,16:55:34
25910,HOTEL,6:51:00,22:29:11
25911,HOSTAL,5:42:34,16:40:16
25912,HOTEL,4:08:37,16:36:34
25913,HOSTAL,2:02:46,17:55:42
25914,HOSTAL,3:19:42,23:26:43
25915,HOSTAL,4:52:52,22:53:18
25916,HOTEL,1:10:23,23:15:41
25917,HOTEL,7:40:42,23:15:16
25918,HOTEL,6:15:10,14:10:43
25919,HOSTAL,5:25:54,13:02:37
25920,HOSTAL,10:02:00,15:31:10
25921,HOSTAL,5:52:52,23:48:21
25922,HOSTAL,4:46:45,21:48:58
25923,HOTEL,9:16:12,16:18:51
25924,HOSTAL,2:17:18,22:59:56
25925,HOSTAL,8:34:43,17:41:14
25926,HOTEL,5:58:36,19:43:19
25927,HOTEL,10:36:51,22:51:54
25928,HOSTAL,8:50:57,16:08:42
25929,HOTEL,11:08:04,21:13:20
25930,HOTEL,11:13:26,21:19:30
25931,HOSTAL,7:14:42,22:38:31
25932,HOTEL,3:26:11,14:06:23
25933,HOTEL,9:10:56,17:21:21
25934,HOTEL,10:19:31,23:13:58
25935,HOSTAL,10:38:59,17:08:15
25936,HOTEL,6:53:30,20:43:21
25937,HOTEL,0:22:24,18:52:37
25938,HOSTAL,9:56:59,20:01:54
25939,HOTEL,9:55:29,19:31:47
25940,HOSTAL,5:31:51,15:24:08
25941,HOSTAL,10:08:56,13:10:31
25942,HOSTAL,10:01:30,22:59:07
25943,HOSTAL,7:34:19,20:54:23
25944,HOTEL,10:14:13,17:26:42
25945,HOSTAL,7:31:27,23:48:32
25946,HOSTAL,5:29:41,21:38:26
25947,HOSTAL,11:32:48,23:00:44
25948,HOTEL,4:58:54,16:39:35
25949,HOTEL,3:23:37,16:08:51
25950,HOSTAL,3:27:27,13:45:10
25951,HOTEL,9:46:31,16:47:47
25952,HOTEL,6:32:38,18:12:58
25953,HOTEL,6:01:26,16:17:13
25954,HOSTAL,4:46:05,16:11:43
25955,HOTEL,9:45:38,13:00:09
25956,HOSTAL,8:11:37,20:45:37
25957,HOSTAL,11:33:07,14:59:17
25958,HOSTAL,11:42:29,21:56:44
25959,HOSTAL,6:48:24,20:36:58
25960,HOTEL,5:10:45,20:41:17
25961,HOSTAL,5:21:27,15:09:02
25962,HOTEL,4:51:49,16:05:00
25963,HOSTAL,11:24:00,20:41:19
25964,HOTEL,10:01:27,17:18:31
25965,HOTEL,5:00:04,19:51:16
25966,HOSTAL,0:57:24,14:17:21
25967,HOSTAL,10:04:58,15:19:43
25968,HOSTAL,1:27:49,17:54:10
25969,HOTEL,11:49:07,17:28:05
25970,HOSTAL,7:02:04,14:17:47
25971,HOSTAL,3:41:31,22:36:47
25972,HOSTAL,3:48:35,16:32:22
25973,HOTEL,11:03:26,22:17:43
25974,HOSTAL,5:53:40,23:31:36
25975,HOSTAL,5:41:03,14:47:23
25976,HOTEL,5:13:43,13:01:24
25977,HOSTAL,11:26:14,19:34:10
25978,HOTEL,4:55:47,20:04:30
25979,HOSTAL,10:53:07,21:31:54
25980,HOTEL,9:24:49,18:18:23
25981,HOTEL,0:38:18,14:10:03
25982,HOSTAL,0:48:56,17:21:27
25983,HOTEL,0:13:34,21:59:39
25984,HOSTAL,4:28:24,15:28:22
25985,HOTEL,2:41:53,18:25:23
25986,HOSTAL,3:02:53,16:36:35
25987,HOTEL,3:09:59,17:42:15
25988,HOTEL,8:13:16,13:33:06
25989,HOTEL,8:20:46,17:08:46
25990,HOSTAL,6:01:33,19:38:50
25991,HOTEL,2:05:31,14:28:22
25992,HOSTAL,8:00:49,19:31:25
25993,HOSTAL,4:27:56,23:20:13
25994,HOSTAL,5:54:56,13:01:54
25995,HOSTAL,5:30:20,22:45:46
25996,HOTEL,8:21:50,14:58:06
25997,HOSTAL,10:50:35,15:58:14
25998,HOTEL,6:59:12,22:52:45
25999,HOSTAL,5:22:53,20:57:45
26000,HOSTAL,1:07:56,14:38:34
26001,HOSTAL,8:16:04,16:53:34
26002,HOTEL,3:19:44,19:36:59
26003,HOTEL,3:07:34,15:04:29
26004,HOSTAL,10:04:21,21:22:03
26005,HOSTAL,4:55:38,21:35:06
26006,HOSTAL,11:21:37,18:19:00
26007,HOSTAL,8:31:22,22:28:20
26008,HOSTAL,10:35:37,21:52:13
26009,HOTEL,3:35:53,21:20:54
26010,HOSTAL,0:53:14,19:32:08
26011,HOSTAL,0:06:36,21:59:40
26012,HOTEL,4:46:25,13:51:33
26013,HOSTAL,6:55:07,19:56:32
26014,HOTEL,0:33:42,17:27:54
26015,HOTEL,4:49:04,22:37:50
26016,HOTEL,11:03:14,18:22:28
26017,HOTEL,5:34:40,17:19:44
26018,HOSTAL,6:00:54,18:44:54
26019,HOSTAL,0:32:07,14:42:04
26020,HOTEL,1:11:11,15:35:48
26021,HOSTAL,7:22:51,13:59:23
26022,HOSTAL,4:40:03,23:39:36
26023,HOTEL,2:26:10,13:24:42
26024,HOTEL,1:53:37,17:07:08
26025,HOSTAL,10:49:42,13:54:32
26026,HOSTAL,10:51:47,15:28:20
26027,HOTEL,11:35:36,22:43:31
26028,HOTEL,7:57:54,13:40:40
26029,HOSTAL,8:18:18,23:56:01
26030,HOSTAL,3:16:16,15:47:11
26031,HOSTAL,3:51:18,17:33:58
26032,HOSTAL,8:32:05,18:20:56
26033,HOSTAL,2:32:32,22:42:51
26034,HOTEL,6:45:35,15:30:15
26035,HOTEL,3:54:55,16:02:59
26036,HOSTAL,6:46:56,15:37:57
26037,HOSTAL,9:31:26,17:24:03
26038,HOTEL,3:00:57,13:37:08
26039,HOTEL,9:44:56,17:52:23
26040,HOSTAL,3:51:50,20:36:46
26041,HOTEL,1:41:56,21:45:44
26042,HOTEL,2:02:04,14:59:40
26043,HOSTAL,11:39:13,14:12:11
26044,HOTEL,1:13:59,17:50:39
26045,HOSTAL,7:46:19,19:34:34
26046,HOSTAL,7:00:42,22:33:31
26047,HOTEL,6:21:41,15:30:54
26048,HOSTAL,3:28:31,22:04:10
26049,HOSTAL,11:41:59,16:03:05
26050,HOTEL,1:58:05,17:06:26
26051,HOSTAL,6:44:05,23:07:19
26052,HOSTAL,11:31:10,15:40:13
26053,HOTEL,0:04:50,23:16:29
26054,HOTEL,4:53:20,16:22:25
26055,HOSTAL,10:42:06,20:39:56
26056,HOSTAL,7:17:44,17:40:26
26057,HOTEL,11:02:29,17:08:07
26058,HOSTAL,5:06:14,17:02:04
26059,HOSTAL,8:31:21,15:55:59
26060,HOTEL,6:25:50,14:57:01
26061,HOTEL,0:10:07,15:01:18
26062,HOSTAL,9:17:50,17:50:08
26063,HOSTAL,11:05:00,15:44:15
26064,HOTEL,7:40:16,15:28:29
26065,HOSTAL,6:31:42,21:17:00
26066,HOTEL,1:58:46,15:27:07
26067,HOSTAL,11:26:36,16:24:18
26068,HOTEL,5:31:26,20:02:08
26069,HOSTAL,4:00:41,18:14:57
26070,HOSTAL,3:59:18,23:47:09
26071,HOSTAL,2:43:57,16:21:28
26072,HOSTAL,2:27:49,22:19:13
26073,HOTEL,8:11:32,19:25:11
26074,HOSTAL,4:48:56,16:18:46
26075,HOSTAL,1:17:23,20:57:08
26076,HOTEL,3:04:48,15:32:44
26077,HOSTAL,10:08:44,17:26:26
26078,HOTEL,5:32:14,14:16:04
26079,HOTEL,1:59:19,22:53:32
26080,HOTEL,6:00:32,15:07:13
26081,HOSTAL,9:14:42,20:46:44
26082,HOTEL,1:02:23,17:43:36
26083,HOSTAL,1:26:53,13:41:29
26084,HOTEL,0:16:08,18:49:09
26085,HOSTAL,6:12:12,21:23:45
26086,HOSTAL,8:28:38,13:48:37
26087,HOSTAL,8:50:55,21:46:13
26088,HOSTAL,6:52:42,15:48:13
26089,HOTEL,1:30:47,22:08:43
26090,HOTEL,3:34:14,23:37:06
26091,HOSTAL,4:03:08,15:18:34
26092,HOSTAL,0:20:07,15:27:48
26093,HOSTAL,5:46:32,23:47:02
26094,HOTEL,6:00:26,18:27:13
26095,HOTEL,10:56:30,15:34:07
26096,HOSTAL,8:29:50,19:37:06
26097,HOSTAL,1:42:54,21:34:16
26098,HOTEL,4:00:38,14:15:37
26099,HOSTAL,10:12:13,16:38:46
26100,HOTEL,1:27:14,18:31:02
26101,HOTEL,6:24:22,23:18:43
26102,HOTEL,3:57:32,17:28:43
26103,HOSTAL,10:08:52,16:16:50
26104,HOSTAL,3:20:43,20:13:55
26105,HOSTAL,8:12:23,21:16:58
26106,HOTEL,5:38:27,18:21:30
26107,HOTEL,0:22:19,20:51:13
26108,HOTEL,1:44:53,23:47:13
26109,HOTEL,2:05:36,22:33:29
26110,HOTEL,11:17:15,17:17:09
26111,HOSTAL,0:54:08,16:28:38
26112,HOTEL,6:31:55,14:45:47
26113,HOSTAL,8:59:52,20:25:24
26114,HOTEL,6:19:49,15:40:28
26115,HOTEL,7:16:12,21:36:47
26116,HOTEL,9:21:15,18:37:07
26117,HOSTAL,9:17:00,18:06:13
26118,HOTEL,0:06:20,21:50:03
26119,HOSTAL,0:51:58,23:19:32
26120,HOSTAL,1:22:20,13:42:49
26121,HOSTAL,8:47:49,21:13:38
26122,HOSTAL,1:53:25,19:40:01
26123,HOTEL,8:12:54,14:13:05
26124,HOTEL,8:26:24,17:45:18
26125,HOSTAL,8:49:42,18:24:22
26126,HOSTAL,0:08:03,13:21:41
26127,HOTEL,9:09:12,21:52:03
26128,HOTEL,9:53:20,13:45:32
26129,HOSTAL,3:10:08,13:05:46
26130,HOTEL,5:36:13,22:54:20
26131,HOSTAL,11:27:05,15:12:09
26132,HOTEL,7:09:02,18:30:02
26133,HOSTAL,4:49:21,15:31:09
26134,HOSTAL,3:18:15,23:56:58
26135,HOTEL,10:31:56,21:45:49
26136,HOSTAL,11:21:54,15:31:10
26137,HOSTAL,3:38:15,23:59:36
26138,HOSTAL,2:22:00,13:17:30
26139,HOSTAL,0:30:00,14:55:24
26140,HOSTAL,6:43:30,21:11:22
26141,HOTEL,4:18:55,18:30:11
26142,HOSTAL,9:00:47,13:06:23
26143,HOTEL,11:23:16,19:51:10
26144,HOSTAL,9:34:43,22:57:35
26145,HOTEL,6:06:47,21:24:51
26146,HOSTAL,0:46:49,14:43:10
26147,HOSTAL,2:45:36,14:30:20
26148,HOSTAL,10:30:18,17:00:43
26149,HOTEL,5:34:36,16:16:57
26150,HOTEL,8:07:43,23:12:30
26151,HOSTAL,9:46:49,13:20:00
26152,HOTEL,4:07:55,14:24:33
26153,HOTEL,2:34:56,14:10:27
26154,HOTEL,5:05:50,13:40:11
26155,HOSTAL,9:07:41,23:09:21
26156,HOTEL,5:15:40,13:32:28
26157,HOTEL,4:32:46,17:08:39
26158,HOTEL,5:14:09,17:09:43
26159,HOSTAL,0:10:31,20:16:34
26160,HOSTAL,6:37:46,14:57:39
26161,HOSTAL,7:29:43,19:40:25
26162,HOTEL,10:17:18,16:32:23
26163,HOSTAL,4:05:39,13:38:46
26164,HOTEL,8:53:26,21:17:53
26165,HOSTAL,4:54:20,19:06:54
26166,HOTEL,0:56:29,18:15:41
26167,HOSTAL,0:37:32,22:11:36
26168,HOTEL,2:40:33,17:34:10
26169,HOSTAL,10:42:54,21:54:58
26170,HOSTAL,1:22:21,14:40:23
26171,HOTEL,0:58:58,13:44:32
26172,HOSTAL,0:32:17,19:50:00
26173,HOSTAL,5:10:46,14:35:51
26174,HOSTAL,1:14:28,23:09:08
26175,HOTEL,1:58:22,13:23:01
26176,HOTEL,5:27:21,23:27:30
26177,HOSTAL,0:20:42,23:31:49
26178,HOTEL,1:04:29,21:25:50
26179,HOSTAL,4:18:37,17:05:37
26180,HOTEL,2:25:55,20:49:46
26181,HOSTAL,3:20:03,23:12:33
26182,HOSTAL,2:31:31,17:51:47
26183,HOSTAL,4:49:05,19:40:39
26184,HOTEL,6:49:52,20:32:02
26185,HOSTAL,8:48:39,15:22:12
26186,HOSTAL,2:20:02,13:00:31
26187,HOSTAL,8:21:24,16:56:26
26188,HOTEL,4:19:13,22:12:49
26189,HOSTAL,5:59:45,18:35:52
26190,HOSTAL,7:37:26,14:08:48
26191,HOSTAL,1:44:01,13:33:07
26192,HOSTAL,3:45:24,23:57:26
26193,HOTEL,5:40:37,17:31:53
26194,HOTEL,0:17:37,15:34:30
26195,HOTEL,0:04:56,23:10:43
26196,HOTEL,7:46:25,14:58:47
26197,HOTEL,10:46:46,14:35:46
26198,HOSTAL,8:29:03,23:04:34
26199,HOTEL,2:11:29,19:34:25
26200,HOSTAL,10:09:22,21:06:43
26201,HOSTAL,3:53:32,15:49:23
26202,HOTEL,10:02:40,16:45:07
26203,HOSTAL,7:52:17,13:37:20
26204,HOTEL,8:00:11,20:03:36
26205,HOSTAL,4:20:00,14:19:32
26206,HOTEL,11:29:32,17:38:54
26207,HOTEL,3:41:58,14:46:04
26208,HOTEL,7:28:12,22:24:55
26209,HOTEL,7:51:12,15:26:48
26210,HOSTAL,9:57:51,15:57:04
26211,HOSTAL,8:23:40,17:42:37
26212,HOSTAL,9:30:57,14:31:53
26213,HOSTAL,1:17:01,13:21:25
26214,HOTEL,4:25:51,23:03:42
