id,tipo_habitacion,numero,capacidad
57629,ESTANDAR,417,2
57630,SUITE,158,1
57631,ESTANDAR,457,1
57632,ESTANDAR,596,2
57633,SEMISUITE,490,2
57634,SEMISUITE,328,1
57635,SUITE,588,3
57636,SEMISUITE,783,1
57637,ESTANDAR,149,2
57638,SUITE,150,3
57639,ESTANDAR,171,3
57640,SUITE,568,1
57641,ESTANDAR,471,3
57642,SUITE,141,2
57643,SUITE,359,2
57644,ESTANDAR,777,3
57645,ESTANDAR,141,1
57646,SUITE,701,3
57647,SUITE,246,3
57648,ESTANDAR,631,2
57649,SEMISUITE,493,3
57650,SEMISUITE,186,1
57651,ESTANDAR,365,3
57652,SEMISUITE,362,4
57653,SUITE,490,4
57654,SEMISUITE,618,1
57655,ESTANDAR,778,1
57656,SUITE,586,1
57657,ESTANDAR,762,1
57658,ESTANDAR,335,3
57659,ESTANDAR,502,3
57660,ESTANDAR,349,4
57661,SUITE,833,3
57662,SEMISUITE,172,2
57663,SEMISUITE,535,1
57664,SUITE,399,1
57665,SEMISUITE,103,1
57666,ESTANDAR,578,1
57667,ESTANDAR,364,1
57668,SEMISUITE,791,3
57669,SEMISUITE,303,2
57670,SEMISUITE,391,2
57671,SEMISUITE,850,1
57672,SUITE,563,4
57673,ESTANDAR,742,1
57674,SUITE,794,3
57675,ESTANDAR,566,1
57676,SEMISUITE,344,1
57677,SUITE,808,3
57678,ESTANDAR,609,2
57679,ESTANDAR,374,3
57680,SEMISUITE,498,4
57681,SUITE,217,3
57682,SUITE,551,2
57683,SEMISUITE,265,4
57684,ESTANDAR,722,2
57685,SUITE,244,1
57686,SEMISUITE,231,4
57687,SUITE,885,2
57688,ESTANDAR,688,4
57689,SUITE,402,4
57690,SEMISUITE,792,3
57691,ESTANDAR,500,2
57692,ESTANDAR,849,4
57693,SUITE,893,1
57694,SUITE,654,2
57695,ESTANDAR,494,3
57696,ESTANDAR,597,2
57697,SEMISUITE,170,1
57698,SUITE,562,4
57699,ESTANDAR,220,2
57700,SEMISUITE,787,3
57701,ESTANDAR,530,4
57702,SEMISUITE,807,1
57703,ESTANDAR,435,1
57704,SEMISUITE,457,3
57705,SEMISUITE,421,3
57706,SEMISUITE,439,3
57707,SEMISUITE,298,4
57708,SUITE,426,2
57709,ESTANDAR,122,2
57710,SUITE,242,1
57711,ESTANDAR,518,2
57712,SEMISUITE,842,1
57713,SUITE,680,4
57714,ESTANDAR,573,2
57715,SUITE,148,3
57716,ESTANDAR,596,3
57717,SEMISUITE,804,4
57718,SEMISUITE,730,4
57719,ESTANDAR,825,4
57720,SUITE,592,2
57721,SUITE,319,1
57722,ESTANDAR,171,1
57723,ESTANDAR,463,1
57724,ESTANDAR,631,2
57725,ESTANDAR,277,1
57726,SEMISUITE,301,1
57727,SUITE,815,1
57728,SEMISUITE,468,2
57729,SEMISUITE,753,4
57730,SUITE,489,2
57731,SEMISUITE,759,1
57732,ESTANDAR,579,1
57733,ESTANDAR,283,1
57734,SEMISUITE,835,1
57735,ESTANDAR,617,4
57736,ESTANDAR,554,2
57737,SUITE,865,1
57738,ESTANDAR,753,2
57739,SEMISUITE,533,1
57740,SUITE,659,3
57741,SUITE,567,1
57742,SEMISUITE,602,2
57743,ESTANDAR,725,2
57744,SUITE,746,1
57745,SEMISUITE,553,4
57746,ESTANDAR,655,4
57747,ESTANDAR,159,2
57748,ESTANDAR,702,4
57749,ESTANDAR,168,4
57750,ESTANDAR,287,2
57751,SEMISUITE,214,1
57752,SEMISUITE,310,4
57753,ESTANDAR,277,1
57754,ESTANDAR,753,1
57755,SEMISUITE,141,2
57756,SEMISUITE,420,2
57757,ESTANDAR,267,4
57758,SEMISUITE,698,4
57759,ESTANDAR,300,3
57760,SEMISUITE,625,2
57761,SEMISUITE,851,2
57762,ESTANDAR,362,4
57763,ESTANDAR,650,1
57764,SUITE,633,2
57765,SUITE,555,2
57766,ESTANDAR,817,4
57767,SUITE,234,2
57768,ESTANDAR,362,1
57769,ESTANDAR,455,4
57770,SEMISUITE,442,2
57771,SUITE,372,1
57772,SUITE,175,1
57773,SUITE,280,4
57774,SEMISUITE,471,3
57775,ESTANDAR,203,1
57776,ESTANDAR,316,3
57777,SUITE,761,3
57778,SEMISUITE,426,2
57779,SUITE,134,2
57780,ESTANDAR,744,2
57781,ESTANDAR,217,3
57782,ESTANDAR,711,3
57783,SEMISUITE,515,2
57784,SUITE,630,3
57785,ESTANDAR,847,4
57786,SUITE,384,4
57787,SUITE,837,2
57788,ESTANDAR,557,3
57789,SUITE,572,2
57790,ESTANDAR,585,4
57791,SUITE,227,3
57792,SUITE,404,2
57793,SUITE,402,2
57794,ESTANDAR,886,1
57795,SUITE,760,4
57796,ESTANDAR,127,1
57797,SEMISUITE,611,2
57798,ESTANDAR,739,1
57799,SEMISUITE,624,2
57800,SUITE,700,3
57801,ESTANDAR,212,4
57802,SEMISUITE,123,3
57803,SUITE,875,1
57804,SUITE,702,3
57805,SEMISUITE,588,1
57806,SUITE,889,2
57807,SEMISUITE,611,4
57808,SUITE,485,2
57809,SEMISUITE,168,3
57810,SEMISUITE,449,2
57811,ESTANDAR,387,3
57812,SEMISUITE,234,4
57813,SUITE,734,4
57814,ESTANDAR,299,2
57815,ESTANDAR,296,1
57816,ESTANDAR,344,4
57817,SEMISUITE,391,3
57818,ESTANDAR,781,4
57819,ESTANDAR,589,3
57820,SUITE,284,3
57821,SEMISUITE,750,4
57822,SUITE,357,2
57823,SUITE,515,1
57824,SEMISUITE,544,3
57825,SUITE,589,1
57826,SEMISUITE,734,4
57827,SUITE,354,1
57828,ESTANDAR,693,3
57829,SUITE,660,4
57830,SUITE,281,1
57831,SEMISUITE,460,1
57832,SEMISUITE,444,4
57833,SUITE,577,4
57834,SUITE,184,4
57835,SUITE,867,1
57836,SUITE,228,4
57837,ESTANDAR,766,2
57838,ESTANDAR,361,4
57839,ESTANDAR,301,2
57840,SEMISUITE,223,2
57841,ESTANDAR,117,4
57842,SEMISUITE,759,4
57843,SUITE,772,1
57844,SUITE,503,4
57845,ESTANDAR,319,2
57846,SUITE,644,3
57847,SEMISUITE,871,3
57848,SEMISUITE,807,3
57849,SEMISUITE,580,4
57850,SEMISUITE,421,1
57851,ESTANDAR,795,2
57852,SUITE,856,2
57853,SUITE,757,4
57854,SUITE,813,1
57855,SUITE,386,4
57856,SUITE,119,4
57857,SEMISUITE,775,1
57858,ESTANDAR,719,3
57859,ESTANDAR,174,3
57860,ESTANDAR,871,3
57861,SUITE,498,1
57862,ESTANDAR,425,2
57863,ESTANDAR,188,2
57864,SUITE,893,3
57865,ESTANDAR,534,2
57866,SUITE,540,2
57867,SEMISUITE,656,2
57868,ESTANDAR,272,4
57869,SUITE,140,1
57870,SUITE,206,3
57871,ESTANDAR,207,2
57872,SUITE,201,3
57873,SUITE,518,4
57874,SEMISUITE,894,3
57875,SEMISUITE,872,2
57876,ESTANDAR,583,2
57877,ESTANDAR,384,2
57878,ESTANDAR,516,2
57879,ESTANDAR,484,2
57880,SUITE,843,2
57881,SEMISUITE,138,2
57882,SUITE,701,3
57883,SEMISUITE,789,3
57884,ESTANDAR,896,2
57885,SEMISUITE,363,1
57886,ESTANDAR,697,2
57887,SUITE,745,4
57888,ESTANDAR,647,1
57889,SEMISUITE,655,2
57890,ESTANDAR,399,4
57891,ESTANDAR,788,4
57892,SUITE,143,3
57893,ESTANDAR,290,2
57894,SUITE,180,2
57895,SUITE,305,2
57896,SEMISUITE,309,1
57897,SUITE,778,4
57898,SUITE,449,3
57899,ESTANDAR,421,2
57900,ESTANDAR,841,3
57901,ESTANDAR,748,1
57902,ESTANDAR,420,1
57903,ESTANDAR,379,1
57904,SUITE,851,2
57905,SEMISUITE,483,4
57906,SUITE,810,2
57907,ESTANDAR,737,4
57908,ESTANDAR,614,1
57909,SUITE,226,1
57910,SEMISUITE,269,3
57911,SUITE,841,2
57912,SEMISUITE,878,3
57913,ESTANDAR,311,4
57914,ESTANDAR,604,1
57915,SEMISUITE,270,3
57916,ESTANDAR,234,3
57917,ESTANDAR,165,1
57918,ESTANDAR,746,4
57919,SEMISUITE,596,2
57920,SUITE,828,2
57921,SUITE,655,2
57922,ESTANDAR,781,4
57923,SEMISUITE,622,1
57924,ESTANDAR,284,3
57925,SUITE,138,1
57926,ESTANDAR,131,1
57927,SEMISUITE,519,2
57928,SUITE,373,1
57929,ESTANDAR,605,4
57930,SEMISUITE,454,2
57931,SUITE,603,1
57932,SEMISUITE,468,1
57933,SUITE,797,3
57934,SEMISUITE,348,4
57935,SEMISUITE,237,1
57936,ESTANDAR,284,2
57937,ESTANDAR,592,3
57938,ESTANDAR,509,4
57939,SEMISUITE,892,4
57940,SUITE,349,4
57941,ESTANDAR,164,2
57942,SEMISUITE,289,3
57943,SEMISUITE,621,2
57944,SUITE,484,1
57945,SEMISUITE,837,3
57946,ESTANDAR,505,2
57947,ESTANDAR,472,3
57948,ESTANDAR,620,2
57949,SEMISUITE,558,4
57950,SEMISUITE,843,2
57951,SUITE,306,1
57952,ESTANDAR,813,1
57953,SUITE,108,3
57954,ESTANDAR,841,3
57955,ESTANDAR,308,1
57956,SEMISUITE,520,4
57957,ESTANDAR,545,4
57958,SUITE,177,2
57959,SUITE,292,4
57960,ESTANDAR,713,3
57961,SUITE,306,1
57962,SUITE,875,1
57963,SEMISUITE,830,4
57964,SEMISUITE,268,4
57965,ESTANDAR,882,2
57966,SUITE,382,4
57967,ESTANDAR,200,4
57968,SUITE,367,1
57969,SUITE,470,4
57970,ESTANDAR,789,2
57971,SEMISUITE,872,4
57972,SUITE,283,2
57973,ESTANDAR,430,4
57974,SUITE,793,4
57975,ESTANDAR,522,3
57976,SEMISUITE,290,4
57977,SUITE,464,3
57978,SEMISUITE,717,2
57979,SEMISUITE,624,4
57980,SUITE,227,3
57981,SUITE,216,4
57982,SUITE,896,1
57983,SEMISUITE,202,2
57984,ESTANDAR,187,4
57985,SEMISUITE,281,3
57986,SUITE,378,2
57987,SUITE,253,3
57988,SUITE,511,4
57989,SEMISUITE,464,4
57990,SEMISUITE,248,3
57991,ESTANDAR,100,4
57992,SUITE,725,3
57993,SEMISUITE,176,3
57994,SEMISUITE,157,4
57995,SEMISUITE,291,1
57996,SEMISUITE,516,2
57997,SEMISUITE,231,1
57998,SEMISUITE,284,1
57999,SEMISUITE,643,2
58000,SUITE,350,4
58001,SUITE,452,3
58002,SUITE,320,4
58003,SEMISUITE,156,2
58004,SUITE,384,4
58005,SEMISUITE,347,3
58006,SUITE,147,3
58007,SEMISUITE,166,3
58008,ESTANDAR,746,4
58009,ESTANDAR,445,4
58010,SEMISUITE,111,2
58011,SEMISUITE,258,2
58012,SEMISUITE,198,1
58013,ESTANDAR,121,3
58014,SEMISUITE,499,3
58015,SUITE,830,2
58016,SEMISUITE,704,2
58017,SUITE,622,3
58018,SEMISUITE,550,3
58019,SUITE,122,3
58020,ESTANDAR,103,1
58021,SUITE,610,4
58022,SEMISUITE,654,2
58023,ESTANDAR,221,4
58024,ESTANDAR,263,1
58025,ESTANDAR,891,1
58026,SUITE,300,4
58027,ESTANDAR,552,2
58028,SUITE,738,4
58029,SEMISUITE,348,3
58030,SEMISUITE,759,4
58031,SEMISUITE,281,3
58032,ESTANDAR,301,4
58033,SUITE,530,1
58034,ESTANDAR,526,2
58035,SUITE,786,3
58036,SEMISUITE,387,4
58037,SEMISUITE,135,2
58038,ESTANDAR,127,3
58039,SEMISUITE,282,1
58040,ESTANDAR,324,4
58041,SUITE,210,3
58042,ESTANDAR,416,1
58043,ESTANDAR,103,4
58044,SEMISUITE,767,1
58045,ESTANDAR,654,3
58046,ESTANDAR,535,4
58047,SUITE,774,4
58048,SUITE,774,1
58049,ESTANDAR,698,3
58050,SUITE,185,1
58051,ESTANDAR,406,4
58052,ESTANDAR,212,1
58053,SEMISUITE,694,3
58054,SUITE,209,2
58055,SUITE,324,4
58056,SUITE,404,4
58057,ESTANDAR,599,4
58058,SEMISUITE,305,4
58059,SEMISUITE,482,1
58060,SEMISUITE,718,2
58061,SUITE,401,4
58062,SUITE,143,3
58063,SUITE,426,4
58064,ESTANDAR,181,4
58065,SUITE,332,4
58066,SUITE,732,2
58067,SUITE,117,4
58068,SUITE,575,2
58069,SUITE,788,1
58070,SUITE,332,2
58071,SEMISUITE,575,4
58072,SUITE,610,4
58073,ESTANDAR,147,2
58074,SEMISUITE,216,2
58075,SUITE,261,2
58076,SUITE,283,3
58077,SEMISUITE,438,3
58078,SEMISUITE,857,1
58079,SUITE,401,1
58080,SEMISUITE,695,1
58081,ESTANDAR,637,2
58082,SUITE,538,2
58083,SUITE,544,4
58084,SEMISUITE,152,4
58085,ESTANDAR,128,2
58086,SEMISUITE,750,3
58087,ESTANDAR,629,3
58088,ESTANDAR,633,3
58089,SUITE,701,3
58090,SEMISUITE,212,4
58091,ESTANDAR,544,1
58092,SEMISUITE,202,4
58093,SUITE,805,1
58094,SUITE,677,3
58095,ESTANDAR,324,4
58096,ESTANDAR,522,2
58097,SUITE,377,1
58098,ESTANDAR,764,2
58099,SUITE,565,3
58100,ESTANDAR,157,4
58101,ESTANDAR,895,2
58102,SEMISUITE,170,3
58103,SEMISUITE,826,1
58104,ESTANDAR,540,4
58105,ESTANDAR,216,4
58106,ESTANDAR,438,1
58107,ESTANDAR,424,3
58108,SEMISUITE,334,4
58109,ESTANDAR,719,4
58110,ESTANDAR,786,3
58111,SEMISUITE,810,4
58112,ESTANDAR,423,3
58113,ESTANDAR,183,4
58114,SEMISUITE,392,4
58115,SUITE,152,2
58116,SEMISUITE,298,4
58117,SUITE,273,2
58118,ESTANDAR,391,4
58119,SUITE,684,2
58120,ESTANDAR,383,4
58121,ESTANDAR,365,3
58122,ESTANDAR,138,3
58123,ESTANDAR,421,1
58124,SEMISUITE,217,2
58125,SEMISUITE,624,3
58126,ESTANDAR,670,2
58127,SEMISUITE,808,3
58128,SEMISUITE,344,1
58129,SUITE,571,3
58130,SUITE,695,4
58131,ESTANDAR,437,4
58132,ESTANDAR,200,1
58133,SEMISUITE,878,2
58134,SUITE,597,4
58135,ESTANDAR,242,1
58136,ESTANDAR,438,1
58137,SEMISUITE,633,2
58138,ESTANDAR,538,2
58139,SUITE,476,4
58140,SEMISUITE,800,4
58141,ESTANDAR,318,4
58142,SEMISUITE,293,4
58143,SEMISUITE,437,4
58144,ESTANDAR,203,4
58145,SEMISUITE,712,3
58146,SEMISUITE,837,4
58147,SEMISUITE,680,2
58148,SEMISUITE,883,2
58149,SUITE,347,4
58150,SEMISUITE,190,2
58151,ESTANDAR,210,1
58152,SEMISUITE,502,2
58153,SUITE,765,2
58154,SEMISUITE,725,4
58155,SUITE,366,1
58156,SUITE,572,4
58157,SEMISUITE,546,3
58158,SUITE,482,1
58159,SUITE,381,4
58160,SEMISUITE,141,2
58161,SEMISUITE,830,2
58162,ESTANDAR,874,3
58163,ESTANDAR,383,2
58164,SEMISUITE,840,3
58165,ESTANDAR,847,3
58166,SEMISUITE,279,2
58167,SEMISUITE,639,3
58168,ESTANDAR,667,3
58169,SEMISUITE,204,4
58170,ESTANDAR,778,4
58171,SUITE,433,2
58172,SUITE,585,2
58173,SEMISUITE,645,2
58174,ESTANDAR,364,1
58175,ESTANDAR,191,2
58176,SUITE,481,3
58177,ESTANDAR,268,3
58178,SUITE,149,2
58179,SEMISUITE,374,3
58180,SEMISUITE,439,2
58181,SEMISUITE,381,4
58182,SEMISUITE,447,1
58183,SUITE,808,1
58184,SEMISUITE,115,2
58185,SEMISUITE,246,4
58186,ESTANDAR,655,3
58187,SEMISUITE,681,1
58188,SEMISUITE,184,1
58189,SEMISUITE,879,1
58190,SEMISUITE,487,4
58191,SEMISUITE,311,3
58192,SUITE,729,4
58193,ESTANDAR,148,4
58194,SUITE,852,2
58195,ESTANDAR,769,1
58196,SEMISUITE,599,2
58197,ESTANDAR,864,3
58198,SEMISUITE,841,3
58199,SEMISUITE,482,2
58200,ESTANDAR,115,1
58201,SUITE,573,4
58202,SEMISUITE,232,4
58203,SUITE,812,4
58204,ESTANDAR,197,1
58205,SUITE,195,2
58206,SEMISUITE,193,2
58207,SEMISUITE,719,2
58208,ESTANDAR,186,2
58209,SUITE,725,2
58210,SEMISUITE,270,4
58211,SUITE,200,2
58212,ESTANDAR,134,3
58213,ESTANDAR,456,4
58214,ESTANDAR,332,1
58215,ESTANDAR,518,2
58216,SUITE,358,3
58217,SUITE,424,1
58218,SEMISUITE,281,1
58219,SEMISUITE,243,2
58220,SUITE,690,3
58221,SEMISUITE,646,2
58222,SEMISUITE,152,1
58223,SEMISUITE,460,1
58224,SEMISUITE,603,1
58225,SEMISUITE,244,4
58226,SUITE,569,1
58227,SEMISUITE,832,2
58228,SEMISUITE,289,1
58229,ESTANDAR,136,4
58230,SUITE,401,1
58231,ESTANDAR,560,2
58232,ESTANDAR,325,1
58233,ESTANDAR,358,4
58234,SUITE,889,4
58235,SEMISUITE,241,3
58236,ESTANDAR,749,3
58237,SUITE,863,4
58238,ESTANDAR,620,2
58239,SEMISUITE,220,3
58240,SUITE,206,1
58241,SUITE,827,3
58242,ESTANDAR,276,2
58243,SUITE,624,3
58244,SUITE,666,2
58245,ESTANDAR,751,4
58246,SUITE,252,3
58247,SEMISUITE,752,4
58248,ESTANDAR,106,2
58249,SUITE,881,1
58250,ESTANDAR,581,3
58251,SUITE,141,2
58252,ESTANDAR,237,2
58253,SEMISUITE,380,3
58254,ESTANDAR,637,2
58255,SUITE,326,4
58256,ESTANDAR,314,4
58257,SEMISUITE,404,3
58258,ESTANDAR,685,4
58259,ESTANDAR,693,1
58260,SEMISUITE,462,1
58261,SEMISUITE,502,2
58262,SUITE,537,2
58263,SEMISUITE,407,2
58264,ESTANDAR,400,2
58265,SUITE,592,3
58266,SEMISUITE,340,2
58267,ESTANDAR,133,2
58268,ESTANDAR,846,2
58269,SEMISUITE,580,3
58270,SUITE,606,1
58271,ESTANDAR,340,2
58272,ESTANDAR,694,4
58273,ESTANDAR,319,4
58274,SEMISUITE,128,4
58275,ESTANDAR,796,2
58276,SEMISUITE,347,4
58277,SUITE,226,2
58278,ESTANDAR,234,3
58279,SUITE,429,2
58280,ESTANDAR,430,3
58281,SEMISUITE,221,1
58282,ESTANDAR,139,3
58283,ESTANDAR,771,4
58284,SEMISUITE,281,3
58285,ESTANDAR,213,4
58286,SEMISUITE,796,4
58287,SEMISUITE,747,4
58288,SUITE,156,1
58289,SUITE,290,3
58290,SUITE,418,4
58291,ESTANDAR,214,2
58292,SUITE,519,3
58293,SEMISUITE,248,1
58294,ESTANDAR,165,2
58295,ESTANDAR,171,4
58296,SEMISUITE,745,2
58297,SUITE,510,2
58298,ESTANDAR,588,4
58299,SEMISUITE,137,1
58300,ESTANDAR,364,2
58301,ESTANDAR,343,3
58302,ESTANDAR,575,2
58303,ESTANDAR,177,4
58304,SEMISUITE,524,3
58305,SUITE,534,2
58306,SEMISUITE,466,1
58307,SUITE,707,1
58308,SUITE,772,1
58309,SEMISUITE,492,3
58310,SEMISUITE,580,4
58311,SEMISUITE,147,2
58312,SUITE,125,2
58313,SUITE,683,3
58314,SUITE,279,2
58315,SEMISUITE,278,3
58316,SUITE,407,4
58317,SEMISUITE,565,4
58318,ESTANDAR,531,1
58319,SEMISUITE,741,1
58320,SUITE,250,4
58321,ESTANDAR,542,3
58322,ESTANDAR,281,3
58323,SUITE,233,2
58324,ESTANDAR,610,1
58325,SUITE,379,2
58326,SUITE,571,3
58327,ESTANDAR,394,4
58328,ESTANDAR,811,1
58329,ESTANDAR,889,4
58330,SUITE,729,1
58331,SUITE,427,3
58332,SEMISUITE,878,3
58333,SUITE,320,4
58334,ESTANDAR,822,3
58335,SEMISUITE,336,1
58336,ESTANDAR,819,2
58337,SUITE,307,1
58338,ESTANDAR,835,3
58339,ESTANDAR,869,2
58340,SUITE,887,2
58341,SEMISUITE,748,3
58342,ESTANDAR,818,4
58343,ESTANDAR,102,2
58344,SUITE,759,1
58345,ESTANDAR,297,4
58346,ESTANDAR,157,3
58347,SEMISUITE,557,2
58348,SUITE,452,1
58349,SUITE,681,1
58350,SUITE,495,4
58351,SEMISUITE,702,1
58352,SUITE,351,3
58353,SUITE,841,2
58354,SUITE,373,3
58355,SUITE,488,4
58356,ESTANDAR,426,1
58357,ESTANDAR,198,2
58358,SEMISUITE,384,3
58359,ESTANDAR,662,3
58360,ESTANDAR,591,4
58361,SUITE,520,4
58362,SEMISUITE,138,3
58363,ESTANDAR,491,2
58364,ESTANDAR,312,4
58365,ESTANDAR,337,1
58366,SUITE,435,2
58367,ESTANDAR,646,3
58368,SUITE,447,1
58369,SEMISUITE,141,1
58370,ESTANDAR,556,2
58371,SUITE,212,2
58372,SEMISUITE,273,2
58373,SUITE,506,2
58374,SUITE,600,2
58375,ESTANDAR,628,4
58376,ESTANDAR,860,2
58377,SEMISUITE,874,2
58378,SUITE,540,1
58379,ESTANDAR,877,2
58380,ESTANDAR,709,1
58381,SUITE,886,1
58382,ESTANDAR,877,1
58383,SEMISUITE,873,4
58384,SEMISUITE,321,3
58385,SUITE,634,3
58386,SEMISUITE,811,4
58387,SEMISUITE,756,2
58388,ESTANDAR,444,2
58389,SUITE,702,1
58390,SEMISUITE,875,1
58391,SUITE,561,1
58392,SUITE,766,4
58393,ESTANDAR,310,2
58394,SUITE,627,2
58395,SUITE,141,2
58396,SUITE,754,2
58397,ESTANDAR,149,2
58398,SUITE,376,1
58399,SUITE,171,2
58400,SUITE,581,3
58401,SEMISUITE,145,3
58402,SUITE,716,2
58403,ESTANDAR,815,1
58404,SUITE,573,2
58405,ESTANDAR,447,3
58406,ESTANDAR,665,3
58407,SUITE,583,4
58408,ESTANDAR,294,4
58409,SEMISUITE,813,3
58410,SEMISUITE,395,1
58411,ESTANDAR,309,2
58412,ESTANDAR,804,1
58413,ESTANDAR,832,2
58414,SEMISUITE,747,4
58415,ESTANDAR,537,2
58416,SEMISUITE,579,4
58417,SEMISUITE,358,4
58418,ESTANDAR,653,1
58419,SEMISUITE,290,2
58420,SEMISUITE,507,3
58421,SUITE,233,1
58422,SEMISUITE,874,1
58423,SEMISUITE,598,3
58424,SUITE,751,4
58425,SEMISUITE,237,3
58426,ESTANDAR,278,2
58427,SUITE,402,3
58428,SEMISUITE,376,4
58429,SEMISUITE,148,4
58430,SUITE,684,1
58431,ESTANDAR,199,2
58432,ESTANDAR,509,4
58433,ESTANDAR,520,3
58434,ESTANDAR,878,3
58435,SEMISUITE,613,1
58436,ESTANDAR,877,2
58437,ESTANDAR,844,2
58438,SUITE,363,2
58439,SEMISUITE,179,2
58440,ESTANDAR,233,2
58441,ESTANDAR,340,3
58442,SEMISUITE,695,4
58443,ESTANDAR,328,2
58444,SEMISUITE,888,4
58445,SEMISUITE,842,4
58446,SEMISUITE,504,2
58447,ESTANDAR,527,1
58448,ESTANDAR,243,2
58449,SUITE,257,4
58450,SEMISUITE,437,3
58451,SUITE,420,4
58452,ESTANDAR,417,2
58453,SEMISUITE,656,4
58454,ESTANDAR,674,1
58455,SUITE,884,1
58456,ESTANDAR,591,3
58457,ESTANDAR,240,1
58458,SUITE,872,4
58459,ESTANDAR,514,3
58460,ESTANDAR,849,2
58461,SEMISUITE,173,2
58462,ESTANDAR,389,2
58463,ESTANDAR,841,4
58464,SUITE,865,3
58465,ESTANDAR,799,3
58466,ESTANDAR,874,2
58467,SUITE,427,2
58468,SEMISUITE,208,3
58469,SEMISUITE,878,1
58470,ESTANDAR,730,3
58471,SEMISUITE,616,1
58472,SUITE,239,4
58473,SEMISUITE,485,1
58474,SUITE,779,4
58475,SEMISUITE,689,3
58476,ESTANDAR,175,1
58477,ESTANDAR,150,4
58478,SUITE,799,3
58479,ESTANDAR,471,1
58480,SUITE,542,3
58481,SUITE,158,2
58482,ESTANDAR,169,2
58483,ESTANDAR,873,3
58484,SUITE,567,2
58485,SEMISUITE,273,4
58486,ESTANDAR,303,4
58487,SEMISUITE,261,3
58488,SUITE,468,4
58489,SEMISUITE,692,1
58490,SEMISUITE,659,1
58491,SUITE,435,2
58492,SUITE,688,4
58493,SUITE,655,1
58494,SEMISUITE,233,4
58495,SUITE,193,3
58496,ESTANDAR,752,1
58497,SUITE,656,4
58498,SUITE,424,2
58499,ESTANDAR,427,1
58500,SUITE,511,2
58501,SUITE,125,4
58502,SEMISUITE,201,2
58503,ESTANDAR,353,2
58504,ESTANDAR,618,1
58505,SUITE,660,3
58506,ESTANDAR,363,2
58507,SEMISUITE,132,4
58508,SUITE,690,4
58509,SEMISUITE,677,3
58510,ESTANDAR,661,3
58511,SUITE,703,1
58512,SEMISUITE,315,2
58513,SEMISUITE,107,4
58514,SUITE,727,1
58515,ESTANDAR,483,4
58516,SEMISUITE,794,4
58517,SUITE,844,1
58518,ESTANDAR,288,3
58519,ESTANDAR,156,2
58520,ESTANDAR,468,1
58521,ESTANDAR,490,4
58522,SUITE,672,2
58523,SEMISUITE,765,4
58524,SEMISUITE,894,4
58525,ESTANDAR,395,2
58526,SEMISUITE,160,1
58527,SEMISUITE,602,2
58528,ESTANDAR,827,1
58529,SUITE,147,2
58530,ESTANDAR,415,2
58531,ESTANDAR,130,4
58532,SUITE,369,4
58533,SEMISUITE,713,4
58534,SEMISUITE,442,1
58535,SUITE,845,1
58536,SEMISUITE,568,4
58537,ESTANDAR,657,1
58538,ESTANDAR,301,4
58539,SUITE,705,3
58540,ESTANDAR,217,2
58541,SUITE,881,2
58542,SUITE,319,3
58543,ESTANDAR,563,1
58544,SUITE,341,3
58545,ESTANDAR,534,2
58546,ESTANDAR,430,2
58547,SEMISUITE,368,4
58548,SUITE,477,3
58549,SUITE,294,1
58550,SEMISUITE,689,3
58551,SUITE,300,3
58552,SEMISUITE,849,3
58553,SUITE,386,2
58554,ESTANDAR,895,2
58555,ESTANDAR,758,3
58556,ESTANDAR,364,1
58557,SEMISUITE,212,2
58558,ESTANDAR,556,3
58559,SUITE,276,2
58560,SEMISUITE,569,1
58561,ESTANDAR,856,3
58562,SUITE,604,2
58563,SUITE,398,1
58564,SEMISUITE,352,1
58565,SEMISUITE,283,3
58566,SUITE,202,1
58567,ESTANDAR,223,3
58568,SEMISUITE,248,1
58569,ESTANDAR,744,2
58570,SEMISUITE,586,3
58571,SEMISUITE,641,1
58572,SUITE,129,1
58573,ESTANDAR,129,2
58574,ESTANDAR,115,3
58575,SUITE,122,2
58576,ESTANDAR,267,2
58577,SEMISUITE,813,2
58578,SEMISUITE,328,1
58579,SUITE,396,2
58580,SUITE,393,1
58581,SEMISUITE,135,1
58582,SUITE,891,4
58583,ESTANDAR,344,4
58584,ESTANDAR,358,2
58585,SUITE,326,3
58586,SEMISUITE,418,2
58587,SEMISUITE,304,2
58588,SEMISUITE,660,1
58589,SEMISUITE,860,3
58590,ESTANDAR,637,1
58591,SUITE,498,2
58592,SEMISUITE,778,2
58593,SEMISUITE,199,4
58594,SUITE,288,4
58595,ESTANDAR,426,1
58596,SEMISUITE,453,2
58597,ESTANDAR,230,4
58598,ESTANDAR,187,2
58599,SEMISUITE,201,1
58600,SUITE,199,2
58601,SUITE,188,3
58602,ESTANDAR,144,1
58603,ESTANDAR,728,1
58604,SUITE,289,3
58605,SEMISUITE,545,1
58606,ESTANDAR,591,4
58607,SUITE,280,2
58608,SEMISUITE,455,2
58609,ESTANDAR,458,3
58610,SUITE,466,1
58611,SEMISUITE,315,1
58612,ESTANDAR,548,4
58613,ESTANDAR,293,4
58614,SUITE,559,4
58615,SEMISUITE,762,4
58616,SUITE,227,1
58617,ESTANDAR,638,4
58618,SUITE,469,1
58619,SEMISUITE,318,1
58620,SUITE,846,3
58621,SEMISUITE,233,3
58622,ESTANDAR,100,4
58623,ESTANDAR,188,4
58624,ESTANDAR,443,3
